,frame,sarc_id,x,y,length,width,angle,zdiscs
0,0,0,162.35943920841964,33.49296677788349,5.213149571844882,4.344625946962115,1.5835671641701727,"1,2"
1,1,0,,,,,,"1,2"
2,2,0,,,,,,"1,2"
3,3,0,,,,,,"1,2"
4,4,0,,,,,,"1,2"
5,5,0,,,,,,"1,2"
6,6,0,,,,,,"1,2"
7,7,0,,,,,,"1,2"
8,8,0,,,,,,"1,2"
9,9,0,,,,,,"1,2"
10,10,0,,,,,,"1,2"
11,11,0,,,,,,"1,2"
12,0,1,167.17718924826235,32.02258491174605,5.348366786020754,3.9291049822625745,0.973642739001896,"2,3"
13,1,1,,,,,,"2,3"
14,2,1,,,,,,"2,3"
15,3,1,,,,,,"2,3"
16,4,1,,,,,,"2,3"
17,5,1,,,,,,"2,3"
18,6,1,,,,,,"2,3"
19,7,1,,,,,,"2,3"
20,8,1,,,,,,"2,3"
21,9,1,,,,,,"2,3"
22,10,1,,,,,,"2,3"
23,11,1,,,,,,"2,3"
24,0,2,171.89273966446865,31.026485110808387,5.110169060579937,5.218547008238225,1.7707773061468208,"3,4"
25,1,2,,,,,,"3,4"
26,2,2,,,,,,"3,4"
27,3,2,,,,,,"3,4"
28,4,2,,,,,,"3,4"
29,5,2,,,,,,"3,4"
30,6,2,,,,,,"3,4"
31,7,2,,,,,,"3,4"
32,8,2,,,,,,"3,4"
33,9,2,,,,,,"3,4"
34,10,2,,,,,,"3,4"
35,11,2,,,,,,"3,4"
36,0,3,176.96036532270466,31.514182745274567,5.1270801441376905,4.725458951413579,1.5630445979189354,"4,5"
37,1,3,,,,,,"4,5"
38,2,3,,,,,,"4,5"
39,3,3,,,,,,"4,5"
40,4,3,,,,,,"4,5"
41,5,3,,,,,,"4,5"
42,6,3,,,,,,"4,5"
43,7,3,,,,,,"4,5"
44,8,3,,,,,,"4,5"
45,9,3,,,,,,"4,5"
46,10,3,,,,,,"4,5"
47,11,3,,,,,,"4,5"
48,0,4,235.9998481500828,407.2529457782741,6.4406778918295,6.680429029114547,2.75146663178323,"7,8"
49,1,4,,,,,,"7,8"
50,2,4,,,,,,"7,8"
51,3,4,,,,,,"7,8"
52,4,4,,,,,,"7,8"
53,5,4,,,,,,"7,8"
54,6,4,,,,,,"7,8"
55,7,4,,,,,,"7,8"
56,8,4,,,,,,"7,8"
57,9,4,,,,,,"7,8"
58,10,4,,,,,,"7,8"
59,11,4,,,,,,"7,8"
60,0,5,,,,,,"7,38"
61,1,5,,,,,,"7,38"
62,2,5,,,,,,"7,38"
63,3,5,,,,,,"7,38"
64,4,5,,,,,,"7,38"
65,5,5,,,,,,"7,38"
66,6,5,,,,,,"7,38"
67,7,5,,,,,,"7,38"
68,8,5,,,,,,"7,38"
69,9,5,,,,,,"7,38"
70,10,5,,,,,,"7,38"
71,11,5,,,,,,"7,38"
72,0,6,238.97699064718108,412.69711207228863,6.050185396881983,5.082501548720373,2.5237248707629347,"8,9"
73,1,6,,,,,,"8,9"
74,2,6,,,,,,"8,9"
75,3,6,,,,,,"8,9"
76,4,6,,,,,,"8,9"
77,5,6,,,,,,"8,9"
78,6,6,,,,,,"8,9"
79,7,6,,,,,,"8,9"
80,8,6,,,,,,"8,9"
81,9,6,,,,,,"8,9"
82,10,6,,,,,,"8,9"
83,11,6,,,,,,"8,9"
84,0,7,,,,,,"10,67"
85,1,7,,,,,,"10,67"
86,2,7,,,,,,"10,67"
87,3,7,,,,,,"10,67"
88,4,7,,,,,,"10,67"
89,5,7,,,,,,"10,67"
90,6,7,,,,,,"10,67"
91,7,7,,,,,,"10,67"
92,8,7,,,,,,"10,67"
93,9,7,,,,,,"10,67"
94,10,7,,,,,,"10,67"
95,11,7,,,,,,"10,67"
96,0,8,,,,,,"11,80"
97,1,8,,,,,,"11,80"
98,2,8,,,,,,"11,80"
99,3,8,,,,,,"11,80"
100,4,8,,,,,,"11,80"
101,5,8,,,,,,"11,80"
102,6,8,,,,,,"11,80"
103,7,8,,,,,,"11,80"
104,8,8,,,,,,"11,80"
105,9,8,,,,,,"11,80"
106,10,8,,,,,,"11,80"
107,11,8,,,,,,"11,80"
108,0,9,,,,,,"11,83"
109,1,9,,,,,,"11,83"
110,2,9,,,,,,"11,83"
111,3,9,,,,,,"11,83"
112,4,9,,,,,,"11,83"
113,5,9,,,,,,"11,83"
114,6,9,,,,,,"11,83"
115,7,9,,,,,,"11,83"
116,8,9,,,,,,"11,83"
117,9,9,,,,,,"11,83"
118,10,9,,,,,,"11,83"
119,11,9,,,,,,"11,83"
120,0,10,,,,,,"13,88"
121,1,10,,,,,,"13,88"
122,2,10,,,,,,"13,88"
123,3,10,,,,,,"13,88"
124,4,10,,,,,,"13,88"
125,5,10,,,,,,"13,88"
126,6,10,,,,,,"13,88"
127,7,10,,,,,,"13,88"
128,8,10,,,,,,"13,88"
129,9,10,,,,,,"13,88"
130,10,10,,,,,,"13,88"
131,11,10,,,,,,"13,88"
132,0,11,324.4968034084924,412.98502908822775,5.580908522875089,2.605848362509245,2.3718515415213037,"14,15"
133,1,11,,,,,,"14,15"
134,2,11,,,,,,"14,15"
135,3,11,,,,,,"14,15"
136,4,11,,,,,,"14,15"
137,5,11,,,,,,"14,15"
138,6,11,,,,,,"14,15"
139,7,11,,,,,,"14,15"
140,8,11,,,,,,"14,15"
141,9,11,,,,,,"14,15"
142,10,11,,,,,,"14,15"
143,11,11,,,,,,"14,15"
144,0,12,335.0019983016682,424.2178193672213,6.305683632117015,2.9049369198901096,1.378567647149125,"17,18"
145,1,12,,,,,,"17,18"
146,2,12,,,,,,"17,18"
147,3,12,,,,,,"17,18"
148,4,12,,,,,,"17,18"
149,5,12,,,,,,"17,18"
150,6,12,,,,,,"17,18"
151,7,12,,,,,,"17,18"
152,8,12,,,,,,"17,18"
153,9,12,,,,,,"17,18"
154,10,12,,,,,,"17,18"
155,11,12,,,,,,"17,18"
156,0,13,348.42854806655316,430.87833226889063,6.7483371553519955,2.9096403624560394,0.14118981615706305,"19,20"
157,1,13,,,,,,"19,20"
158,2,13,,,,,,"19,20"
159,3,13,,,,,,"19,20"
160,4,13,,,,,,"19,20"
161,5,13,,,,,,"19,20"
162,6,13,,,,,,"19,20"
163,7,13,,,,,,"19,20"
164,8,13,,,,,,"19,20"
165,9,13,,,,,,"19,20"
166,10,13,,,,,,"19,20"
167,11,13,,,,,,"19,20"
168,0,14,,,,,,"24,26"
169,1,14,208.91441160465507,371.9159862552135,6.509349680021656,4.868832015636556,2.803358899834425,"24,26"
170,2,14,,,,,,"24,26"
171,3,14,,,,,,"24,26"
172,4,14,,,,,,"24,26"
173,5,14,,,,,,"24,26"
174,6,14,,,,,,"24,26"
175,7,14,,,,,,"24,26"
176,8,14,,,,,,"24,26"
177,9,14,,,,,,"24,26"
178,10,14,,,,,,"24,26"
179,11,14,,,,,,"24,26"
180,0,15,,,,,,"26,28"
181,1,15,211.87710507689823,376.8618470349501,5.315064246443349,5.364271761668217,2.354296303111248,"26,28"
182,2,15,,,,,,"26,28"
183,3,15,,,,,,"26,28"
184,4,15,,,,,,"26,28"
185,5,15,,,,,,"26,28"
186,6,15,,,,,,"26,28"
187,7,15,,,,,,"26,28"
188,8,15,,,,,,"26,28"
189,9,15,,,,,,"26,28"
190,10,15,,,,,,"26,28"
191,11,15,,,,,,"26,28"
192,0,16,,,,,,"28,30"
193,1,16,215.6079949999679,380.60692075702036,5.257640944139505,4.3910418253316355,2.3619286334469662,"28,30"
194,2,16,,,,,,"28,30"
195,3,16,,,,,,"28,30"
196,4,16,,,,,,"28,30"
197,5,16,,,,,,"28,30"
198,6,16,,,,,,"28,30"
199,7,16,,,,,,"28,30"
200,8,16,,,,,,"28,30"
201,9,16,,,,,,"28,30"
202,10,16,,,,,,"28,30"
203,11,16,,,,,,"28,30"
204,0,17,,,,,,"29,32"
205,1,17,220.3399783242909,378.12240653066215,5.920440259255424,4.346408271328593,2.295729267899055,"29,32"
206,2,17,,,,,,"29,32"
207,3,17,,,,,,"29,32"
208,4,17,,,,,,"29,32"
209,5,17,,,,,,"29,32"
210,6,17,,,,,,"29,32"
211,7,17,,,,,,"29,32"
212,8,17,,,,,,"29,32"
213,9,17,,,,,,"29,32"
214,10,17,,,,,,"29,32"
215,11,17,,,,,,"29,32"
216,0,18,,,,,,"30,31"
217,1,18,218.91582198708062,384.6652722088085,5.26184080154165,5.306554800474859,2.5534586659608878,"30,31"
218,2,18,,,,,,"30,31"
219,3,18,,,,,,"30,31"
220,4,18,,,,,,"30,31"
221,5,18,,,,,,"30,31"
222,6,18,,,,,,"30,31"
223,7,18,,,,,,"30,31"
224,8,18,,,,,,"30,31"
225,9,18,,,,,,"30,31"
226,10,18,,,,,,"30,31"
227,11,18,,,,,,"30,31"
228,0,19,,,,,,"31,33"
229,1,19,222.30558405986113,388.5541004367377,5.1439929104590405,6.185424263340385,2.292880756171357,"31,33"
230,2,19,,,,,,"31,33"
231,3,19,,,,,,"31,33"
232,4,19,,,,,,"31,33"
233,5,19,,,,,,"31,33"
234,6,19,,,,,,"31,33"
235,7,19,,,,,,"31,33"
236,8,19,,,,,,"31,33"
237,9,19,,,,,,"31,33"
238,10,19,,,,,,"31,33"
239,11,19,,,,,,"31,33"
240,0,20,,,,,,"32,35"
241,1,20,224.5361739376991,382.05679164149177,5.588770630383901,3.098518208676253,2.353959055837377,"32,35"
242,2,20,,,,,,"32,35"
243,3,20,,,,,,"32,35"
244,4,20,,,,,,"32,35"
245,5,20,,,,,,"32,35"
246,6,20,,,,,,"32,35"
247,7,20,,,,,,"32,35"
248,8,20,,,,,,"32,35"
249,9,20,,,,,,"32,35"
250,10,20,,,,,,"32,35"
251,11,20,,,,,,"32,35"
252,0,21,,,,,,"33,36"
253,1,21,226.2313011975503,392.0027827614334,5.306788585985702,5.37285862177269,2.2903517194774112,"33,36"
254,2,21,,,,,,"33,36"
255,3,21,,,,,,"33,36"
256,4,21,,,,,,"33,36"
257,5,21,,,,,,"33,36"
258,6,21,,,,,,"33,36"
259,7,21,,,,,,"33,36"
260,8,21,,,,,,"33,36"
261,9,21,,,,,,"33,36"
262,10,21,,,,,,"33,36"
263,11,21,,,,,,"33,36"
264,0,22,,,,,,"35,37"
265,1,22,228.67185986911352,386.05344961750535,5.91498075507295,3.4754958431214753,2.3250613968554132,"35,37"
266,2,22,,,,,,"35,37"
267,3,22,,,,,,"35,37"
268,4,22,,,,,,"35,37"
269,5,22,,,,,,"35,37"
270,6,22,,,,,,"35,37"
271,7,22,,,,,,"35,37"
272,8,22,,,,,,"35,37"
273,9,22,,,,,,"35,37"
274,10,22,,,,,,"35,37"
275,11,22,,,,,,"35,37"
276,0,23,,,,,,"36,38"
277,1,23,230.19712050523384,395.9651715190379,5.926899208780893,3.860205711779006,2.414319939017712,"36,38"
278,2,23,,,,,,"36,38"
279,3,23,,,,,,"36,38"
280,4,23,,,,,,"36,38"
281,5,23,,,,,,"36,38"
282,6,23,,,,,,"36,38"
283,7,23,,,,,,"36,38"
284,8,23,,,,,,"36,38"
285,9,23,,,,,,"36,38"
286,10,23,,,,,,"36,38"
287,11,23,,,,,,"36,38"
288,0,24,,,,,,"37,40"
289,1,24,232.63345693804104,390.1015740044579,5.4240085454487845,3.3338697390925596,2.41273078445471,"37,40"
290,2,24,,,,,,"37,40"
291,3,24,,,,,,"37,40"
292,4,24,,,,,,"37,40"
293,5,24,,,,,,"37,40"
294,6,24,,,,,,"37,40"
295,7,24,,,,,,"37,40"
296,8,24,,,,,,"37,40"
297,9,24,,,,,,"37,40"
298,10,24,,,,,,"37,40"
299,11,24,,,,,,"37,40"
300,0,25,,,,,,"39,41"
301,1,25,236.0596415689143,384.30154230533844,5.21382870335439,3.3189869142719743,2.2833934890703103,"39,41"
302,2,25,,,,,,"39,41"
303,3,25,,,,,,"39,41"
304,4,25,,,,,,"39,41"
305,5,25,,,,,,"39,41"
306,6,25,,,,,,"39,41"
307,7,25,,,,,,"39,41"
308,8,25,,,,,,"39,41"
309,9,25,,,,,,"39,41"
310,10,25,,,,,,"39,41"
311,11,25,,,,,,"39,41"
312,0,26,,,,,,"40,42"
313,1,26,236.21060310930153,394.32495009752813,5.649013624905257,3.0430011816981386,2.4639290021981064,"40,42"
314,2,26,,,,,,"40,42"
315,3,26,,,,,,"40,42"
316,4,26,,,,,,"40,42"
317,5,26,,,,,,"40,42"
318,6,26,,,,,,"40,42"
319,7,26,,,,,,"40,42"
320,8,26,,,,,,"40,42"
321,9,26,,,,,,"40,42"
322,10,26,,,,,,"40,42"
323,11,26,,,,,,"40,42"
324,0,27,,,,,,"41,44"
325,1,27,240.02520886953482,388.00684485836285,5.648241025227126,3.7351052080727425,2.35817153434375,"41,44"
326,2,27,,,,,,"41,44"
327,3,27,,,,,,"41,44"
328,4,27,,,,,,"41,44"
329,5,27,,,,,,"41,44"
330,6,27,,,,,,"41,44"
331,7,27,,,,,,"41,44"
332,8,27,,,,,,"41,44"
333,9,27,,,,,,"41,44"
334,10,27,,,,,,"41,44"
335,11,27,,,,,,"41,44"
336,0,28,,,,,,"42,43"
337,1,28,237.68048865603174,399.2376325058092,5.457862751753141,3.032475776031074,0.11052762687739515,"42,43"
338,2,28,,,,,,"42,43"
339,3,28,,,,,,"42,43"
340,4,28,,,,,,"42,43"
341,5,28,,,,,,"42,43"
342,6,28,,,,,,"42,43"
343,7,28,,,,,,"42,43"
344,8,28,,,,,,"42,43"
345,9,28,,,,,,"42,43"
346,10,28,,,,,,"42,43"
347,11,28,,,,,,"42,43"
348,0,29,,,,,,"45,47"
349,1,29,245.21247842503868,383.7112875841634,5.372655376723593,3.0796125164479813,2.6149974302895598,"45,47"
350,2,29,,,,,,"45,47"
351,3,29,,,,,,"45,47"
352,4,29,,,,,,"45,47"
353,5,29,,,,,,"45,47"
354,6,29,,,,,,"45,47"
355,7,29,,,,,,"45,47"
356,8,29,,,,,,"45,47"
357,9,29,,,,,,"45,47"
358,10,29,,,,,,"45,47"
359,11,29,,,,,,"45,47"
360,0,30,,,,,,"46,48"
361,1,30,249.99968428960568,394.5188440785447,5.69076594801917,7.392880818261423,2.3583286941100168,"46,48"
362,2,30,,,,,,"46,48"
363,3,30,,,,,,"46,48"
364,4,30,,,,,,"46,48"
365,5,30,,,,,,"46,48"
366,6,30,,,,,,"46,48"
367,7,30,,,,,,"46,48"
368,8,30,,,,,,"46,48"
369,9,30,,,,,,"46,48"
370,10,30,,,,,,"46,48"
371,11,30,,,,,,"46,48"
372,0,31,,,,,,"46,47"
373,1,31,247.27730025865839,389.26812275935185,6.624923598458267,5.981014813596134,2.924123716822902,"46,47"
374,2,31,,,,,,"46,47"
375,3,31,,,,,,"46,47"
376,4,31,,,,,,"46,47"
377,5,31,,,,,,"46,47"
378,6,31,,,,,,"46,47"
379,7,31,,,,,,"46,47"
380,8,31,,,,,,"46,47"
381,9,31,,,,,,"46,47"
382,10,31,,,,,,"46,47"
383,11,31,,,,,,"46,47"
384,0,32,,,,,,"48,50"
385,1,32,253.77527013376914,398.5942135117778,5.427819263870881,4.979813171190448,2.432138229262445,"48,50"
386,2,32,,,,,,"48,50"
387,3,32,,,,,,"48,50"
388,4,32,,,,,,"48,50"
389,5,32,,,,,,"48,50"
390,6,32,,,,,,"48,50"
391,7,32,,,,,,"48,50"
392,8,32,,,,,,"48,50"
393,9,32,,,,,,"48,50"
394,10,32,,,,,,"48,50"
395,11,32,,,,,,"48,50"
396,0,33,,,,,,"50,51"
397,1,33,257.291598916876,402.8842045917039,5.668840811905536,3.477810791843628,2.4768486465175066,"50,51"
398,2,33,,,,,,"50,51"
399,3,33,,,,,,"50,51"
400,4,33,,,,,,"50,51"
401,5,33,,,,,,"50,51"
402,6,33,,,,,,"50,51"
403,7,33,,,,,,"50,51"
404,8,33,,,,,,"50,51"
405,9,33,,,,,,"50,51"
406,10,33,,,,,,"50,51"
407,11,33,,,,,,"50,51"
408,0,34,,,,,,"51,55"
409,1,34,261.26663602738245,407.30796193255395,6.2502422486453115,3.289712733031033,2.3485587590348125,"51,55"
410,2,34,,,,,,"51,55"
411,3,34,,,,,,"51,55"
412,4,34,,,,,,"51,55"
413,5,34,,,,,,"51,55"
414,6,34,,,,,,"51,55"
415,7,34,,,,,,"51,55"
416,8,34,,,,,,"51,55"
417,9,34,,,,,,"51,55"
418,10,34,,,,,,"51,55"
419,11,34,,,,,,"51,55"
420,0,35,,,,,,"52,54"
421,1,35,262.18961303960504,378.6946783876755,5.5066108392807385,5.778573675127822,2.226561300224158,"52,54"
422,2,35,,,,,,"52,54"
423,3,35,,,,,,"52,54"
424,4,35,,,,,,"52,54"
425,5,35,,,,,,"52,54"
426,6,35,,,,,,"52,54"
427,7,35,,,,,,"52,54"
428,8,35,,,,,,"52,54"
429,9,35,,,,,,"52,54"
430,10,35,,,,,,"52,54"
431,11,35,,,,,,"52,54"
432,0,36,,,,,,"53,57"
433,1,36,264.3562252346505,401.82532412138835,6.9643449563548865,4.717501568540969,2.536314423169979,"53,57"
434,2,36,,,,,,"53,57"
435,3,36,,,,,,"53,57"
436,4,36,,,,,,"53,57"
437,5,36,,,,,,"53,57"
438,6,36,,,,,,"53,57"
439,7,36,,,,,,"53,57"
440,8,36,,,,,,"53,57"
441,9,36,,,,,,"53,57"
442,10,36,,,,,,"53,57"
443,11,36,,,,,,"53,57"
444,0,37,,,,,,"54,56"
445,1,37,266.2080041022398,382.4637933851674,5.564402860720541,8.34115067663263,2.420812829796028,"54,56"
446,2,37,,,,,,"54,56"
447,3,37,,,,,,"54,56"
448,4,37,,,,,,"54,56"
449,5,37,,,,,,"54,56"
450,6,37,,,,,,"54,56"
451,7,37,,,,,,"54,56"
452,8,37,,,,,,"54,56"
453,9,37,,,,,,"54,56"
454,10,37,,,,,,"54,56"
455,11,37,,,,,,"54,56"
456,0,38,,,,,,"55,58"
457,1,38,265.3025201402781,412.01445801916526,6.194152284122458,4.022601506426386,2.5177109422083364,"55,58"
458,2,38,,,,,,"55,58"
459,3,38,,,,,,"55,58"
460,4,38,,,,,,"55,58"
461,5,38,,,,,,"55,58"
462,6,38,,,,,,"55,58"
463,7,38,,,,,,"55,58"
464,8,38,,,,,,"55,58"
465,9,38,,,,,,"55,58"
466,10,38,,,,,,"55,58"
467,11,38,,,,,,"55,58"
468,0,39,,,,,,"56,59"
469,1,39,269.0520693482583,387.31127038995464,5.871349102868795,8.67667053330539,2.791136683195811,"56,59"
470,2,39,,,,,,"56,59"
471,3,39,,,,,,"56,59"
472,4,39,,,,,,"56,59"
473,5,39,,,,,,"56,59"
474,6,39,,,,,,"56,59"
475,7,39,,,,,,"56,59"
476,8,39,,,,,,"56,59"
477,9,39,,,,,,"56,59"
478,10,39,,,,,,"56,59"
479,11,39,,,,,,"56,59"
480,0,40,,,,,,"57,63"
481,1,40,268.8847692953185,406.83931976988606,6.667165598418664,4.178558894233705,2.2719341330009666,"57,63"
482,2,40,,,,,,"57,63"
483,3,40,,,,,,"57,63"
484,4,40,,,,,,"57,63"
485,5,40,,,,,,"57,63"
486,6,40,,,,,,"57,63"
487,7,40,,,,,,"57,63"
488,8,40,,,,,,"57,63"
489,9,40,,,,,,"57,63"
490,10,40,,,,,,"57,63"
491,11,40,,,,,,"57,63"
492,0,41,,,,,,"59,60"
493,1,41,270.9698810585732,392.5252279807539,5.23963553085855,8.327407157421948,2.7868797959889466,"59,60"
494,2,41,,,,,,"59,60"
495,3,41,,,,,,"59,60"
496,4,41,,,,,,"59,60"
497,5,41,,,,,,"59,60"
498,6,41,,,,,,"59,60"
499,7,41,,,,,,"59,60"
500,8,41,,,,,,"59,60"
501,9,41,,,,,,"59,60"
502,10,41,,,,,,"59,60"
503,11,41,,,,,,"59,60"
504,0,42,,,,,,"61,65"
505,1,42,273.4727455758877,377.6761531377998,5.977764754659976,4.276682306779108,2.1741624234202255,"61,65"
506,2,42,,,,,,"61,65"
507,3,42,,,,,,"61,65"
508,4,42,,,,,,"61,65"
509,5,42,,,,,,"61,65"
510,6,42,,,,,,"61,65"
511,7,42,,,,,,"61,65"
512,8,42,,,,,,"61,65"
513,9,42,,,,,,"61,65"
514,10,42,,,,,,"61,65"
515,11,42,,,,,,"61,65"
516,0,43,,,,,,"63,64"
517,1,43,272.30670676793466,412.3207932417344,6.88791148466008,3.8988753852714115,2.8847930775460853,"63,64"
518,2,43,,,,,,"63,64"
519,3,43,,,,,,"63,64"
520,4,43,,,,,,"63,64"
521,5,43,,,,,,"63,64"
522,6,43,,,,,,"63,64"
523,7,43,,,,,,"63,64"
524,8,43,,,,,,"63,64"
525,9,43,,,,,,"63,64"
526,10,43,,,,,,"63,64"
527,11,43,,,,,,"63,64"
528,0,44,,,,,,"65,68"
529,1,44,277.38807788954745,382.17492508291264,6.3152294486917135,4.181939967987589,2.662993437315743,"65,68"
530,2,44,,,,,,"65,68"
531,3,44,,,,,,"65,68"
532,4,44,,,,,,"65,68"
533,5,44,,,,,,"65,68"
534,6,44,,,,,,"65,68"
535,7,44,,,,,,"65,68"
536,8,44,,,,,,"65,68"
537,9,44,,,,,,"65,68"
538,10,44,,,,,,"65,68"
539,11,44,,,,,,"65,68"
540,0,45,,,,,,"67,74"
541,1,45,280.63578408514275,419.89059795104663,6.131716583957441,5.857473555957677,1.656044767130808,"67,74"
542,2,45,,,,,,"67,74"
543,3,45,,,,,,"67,74"
544,4,45,,,,,,"67,74"
545,5,45,,,,,,"67,74"
546,6,45,,,,,,"67,74"
547,7,45,,,,,,"67,74"
548,8,45,,,,,,"67,74"
549,9,45,,,,,,"67,74"
550,10,45,,,,,,"67,74"
551,11,45,,,,,,"67,74"
552,0,46,,,,,,"68,72"
553,1,46,280.68107997570087,387.03861747424094,5.5239007628011585,3.8479338281507096,2.413075903368507,"68,72"
554,2,46,,,,,,"68,72"
555,3,46,,,,,,"68,72"
556,4,46,,,,,,"68,72"
557,5,46,,,,,,"68,72"
558,6,46,,,,,,"68,72"
559,7,46,,,,,,"68,72"
560,8,46,,,,,,"68,72"
561,9,46,,,,,,"68,72"
562,10,46,,,,,,"68,72"
563,11,46,,,,,,"68,72"
564,0,47,,,,,,"69,71"
565,1,47,282.1625865604232,377.47868801539494,5.573792238295274,6.18971635574583,2.5286585979949203,"69,71"
566,2,47,,,,,,"69,71"
567,3,47,,,,,,"69,71"
568,4,47,,,,,,"69,71"
569,5,47,,,,,,"69,71"
570,6,47,,,,,,"69,71"
571,7,47,,,,,,"69,71"
572,8,47,,,,,,"69,71"
573,9,47,,,,,,"69,71"
574,10,47,,,,,,"69,71"
575,11,47,,,,,,"69,71"
576,0,48,,,,,,"70,73"
577,1,48,281.64579779431176,401.59647975968466,4.081828363313519,3.300985195473194,0.8362279651092144,"70,73"
578,2,48,,,,,,"70,73"
579,3,48,,,,,,"70,73"
580,4,48,,,,,,"70,73"
581,5,48,,,,,,"70,73"
582,6,48,,,,,,"70,73"
583,7,48,,,,,,"70,73"
584,8,48,,,,,,"70,73"
585,9,48,,,,,,"70,73"
586,10,48,,,,,,"70,73"
587,11,48,,,,,,"70,73"
588,0,49,,,,,,"71,78"
589,1,49,286.1641069787345,381.1708257860904,5.566750378156651,8.410849082031541,2.103075179209349,"71,78"
590,2,49,,,,,,"71,78"
591,3,49,,,,,,"71,78"
592,4,49,,,,,,"71,78"
593,5,49,,,,,,"71,78"
594,6,49,,,,,,"71,78"
595,7,49,,,,,,"71,78"
596,8,49,,,,,,"71,78"
597,9,49,,,,,,"71,78"
598,10,49,,,,,,"71,78"
599,11,49,,,,,,"71,78"
600,0,50,,,,,,"73,76"
601,1,50,283.80960774730625,397.8384161704171,4.953413993234535,3.5017106501641764,0.2652233838102629,"73,76"
602,2,50,,,,,,"73,76"
603,3,50,,,,,,"73,76"
604,4,50,,,,,,"73,76"
605,5,50,,,,,,"73,76"
606,6,50,,,,,,"73,76"
607,7,50,,,,,,"73,76"
608,8,50,,,,,,"73,76"
609,9,50,,,,,,"73,76"
610,10,50,,,,,,"73,76"
611,11,50,,,,,,"73,76"
612,0,51,,,,,,"74,80"
613,1,51,286.35072542995977,420.8287553204692,5.490076775773812,10.51088228242868,1.8200372227988744,"74,80"
614,2,51,,,,,,"74,80"
615,3,51,,,,,,"74,80"
616,4,51,,,,,,"74,80"
617,5,51,,,,,,"74,80"
618,6,51,,,,,,"74,80"
619,7,51,,,,,,"74,80"
620,8,51,,,,,,"74,80"
621,9,51,,,,,,"74,80"
622,10,51,,,,,,"74,80"
623,11,51,,,,,,"74,80"
624,0,52,,,,,,"76,79"
625,1,52,286.60158126982856,393.6928188566211,5.540107994269701,4.89380565695169,0.8844192014108607,"76,79"
626,2,52,,,,,,"76,79"
627,3,52,,,,,,"76,79"
628,4,52,,,,,,"76,79"
629,5,52,,,,,,"76,79"
630,6,52,,,,,,"76,79"
631,7,52,,,,,,"76,79"
632,8,52,,,,,,"76,79"
633,9,52,,,,,,"76,79"
634,10,52,,,,,,"76,79"
635,11,52,,,,,,"76,79"
636,0,53,,,,,,"78,82"
637,1,53,290.82383559290247,384.11887521573215,5.466911260295815,6.7568695241012176,2.1672838488585286,"78,82"
638,2,53,,,,,,"78,82"
639,3,53,,,,,,"78,82"
640,4,53,,,,,,"78,82"
641,5,53,,,,,,"78,82"
642,6,53,,,,,,"78,82"
643,7,53,,,,,,"78,82"
644,8,53,,,,,,"78,82"
645,9,53,,,,,,"78,82"
646,10,53,,,,,,"78,82"
647,11,53,,,,,,"78,82"
648,0,54,,,,,,"82,84"
649,1,54,295.05362809999446,387.36314289738255,5.2132080544651025,5.262780673368852,2.285715675484127,"82,84"
650,2,54,,,,,,"82,84"
651,3,54,,,,,,"82,84"
652,4,54,,,,,,"82,84"
653,5,54,,,,,,"82,84"
654,6,54,,,,,,"82,84"
655,7,54,,,,,,"82,84"
656,8,54,,,,,,"82,84"
657,9,54,,,,,,"82,84"
658,10,54,,,,,,"82,84"
659,11,54,,,,,,"82,84"
660,0,55,,,,,,"84,86"
661,1,55,298.7798411011198,390.55531802931307,4.60021526988352,3.8997761730772913,2.271722586475686,"84,86"
662,2,55,,,,,,"84,86"
663,3,55,,,,,,"84,86"
664,4,55,,,,,,"84,86"
665,5,55,,,,,,"84,86"
666,6,55,,,,,,"84,86"
667,7,55,,,,,,"84,86"
668,8,55,,,,,,"84,86"
669,9,55,,,,,,"84,86"
670,10,55,,,,,,"84,86"
671,11,55,,,,,,"84,86"
672,0,56,,,,,,"89,90"
673,1,56,318.4666195905635,274.088851262857,5.421046998602466,5.5624191221554415,1.4847240261476167,"89,90"
674,2,56,,,,,,"89,90"
675,3,56,,,,,,"89,90"
676,4,56,,,,,,"89,90"
677,5,56,,,,,,"89,90"
678,6,56,,,,,,"89,90"
679,7,56,,,,,,"89,90"
680,8,56,,,,,,"89,90"
681,9,56,,,,,,"89,90"
682,10,56,,,,,,"89,90"
683,11,56,,,,,,"89,90"
684,0,57,,,,,,"89,914"
685,1,57,,,,,,"89,914"
686,2,57,,,,,,"89,914"
687,3,57,,,,,,"89,914"
688,4,57,,,,,,"89,914"
689,5,57,,,,,,"89,914"
690,6,57,,,,,,"89,914"
691,7,57,,,,,,"89,914"
692,8,57,,,,,,"89,914"
693,9,57,,,,,,"89,914"
694,10,57,,,,,,"89,914"
695,11,57,,,,,,"89,914"
696,0,58,,,,,,"90,91"
697,1,58,323.7020088909035,272.83201318541506,5.467699929885128,8.789819801782812,1.186939551071132,"90,91"
698,2,58,,,,,,"90,91"
699,3,58,,,,,,"90,91"
700,4,58,,,,,,"90,91"
701,5,58,,,,,,"90,91"
702,6,58,,,,,,"90,91"
703,7,58,,,,,,"90,91"
704,8,58,,,,,,"90,91"
705,9,58,,,,,,"90,91"
706,10,58,,,,,,"90,91"
707,11,58,,,,,,"90,91"
708,0,59,,,,,,"91,93"
